size,time(ms)
58000000,7.58561
58100000,7.6244
58200000,6.7966
58300000,7.67132
58400000,7.71306
58500000,7.66922
58600000,6.88347
58700000,7.84064
58800000,7.71058
58900000,7.7265
59000000,6.95236
59100000,7.75248
59200000,7.75814
59300000,7.87406
59400000,7.45263
59500000,7.90655
59600000,7.87201
59700000,7.9031
59800000,7.10098
59900000,7.89173
60000000,10.7861
60100000,8.57298
60200000,7.12541
60300000,7.94419
60400000,12.4382
60500000,17.393
60600000,17.3766
60700000,7.46657
60800000,7.95756
60900000,7.9684
61000000,8.0516
61100000,7.30392
61200000,8.08292
61300000,8.05486
61400000,8.09017
61500000,7.24868
61600000,8.06905
61700000,8.1129
61800000,8.23974
61900000,7.24456
62000000,8.14674
62100000,8.15783
62200000,8.14624
62300000,7.34204
62400000,8.18618
62500000,8.14851
62600000,8.32222
62700000,7.38326
62800000,8.23369
62900000,8.26723
63000000,8.31364
63100000,7.39332
63200000,8.26353
63300000,8.33969
63400000,8.39978
63500000,7.87684
63600000,8.27392
63700000,8.43549
63800000,8.43577
63900000,7.40685
64000000,8.37648
64100000,8.72819
64200000,8.46678
64300000,7.54741
64400000,8.43891
64500000,8.44632
64600000,8.47416
64700000,7.65411
64800000,8.54489
64900000,8.61148
65000000,8.66989
65100000,7.83882
65200000,8.68453
65300000,9.0033
65400000,7.84901
65500000,8.8382
65600000,8.68692
65700000,8.6831
65800000,7.88768
65900000,8.79442
66000000,8.71032
66100000,8.67552
66200000,7.855
66300000,8.69722
66400000,8.75077
66500000,8.75758
66600000,7.86278
66700000,8.81198
66800000,8.73184
66900000,7.90443
67000000,8.83911
67100000,8.81704
67200000,8.817
67300000,7.95815
67400000,8.86391
67500000,8.87574
67600000,8.91312
67700000,8.04411
67800000,8.89234
67900000,8.96783
68000000,8.10094
68100000,8.93359
68200000,8.94921
68300000,9.01156
68400000,8.21066
68500000,9.04458
68600000,9.0869
68700000,9.08216
68800000,8.15575
68900000,9.07398
69000000,9.57584
69100000,8.20393
69200000,9.12218
69300000,9.14257
69400000,9.10706
69500000,8.26797
69600000,9.167
69700000,9.08444
69800000,8.31487
69900000,9.1994
70000000,9.20026
70100000,9.24336
70200000,8.35871
70300000,9.35522
70400000,9.22719
70500000,8.41391
70600000,9.28289
70700000,9.31027
70800000,9.35952
70900000,8.42041
71000000,9.39088
71100000,9.37853
71200000,8.40875
71300000,9.34417
71400000,9.42278
71500000,9.41101
71600000,8.46834
71700000,9.43083
71800000,9.40126
71900000,8.59898
72000000,9.48909
72100000,9.44513
72200000,8.59069
72300000,9.45359
72400000,9.55095
72500000,9.53964
72600000,8.6404
72700000,9.55605
72800000,9.56886
72900000,8.70056
73000000,9.60045
73100000,9.61748
73200000,9.62599
73300000,8.79268
73400000,9.70316
73500000,9.67763
73600000,8.80085
73700000,9.64766
73800000,9.66355
73900000,8.95259
74000000,9.73064
74100000,9.7426
74200000,9.75426
74300000,8.80072
74400000,9.92129
74500000,9.87543
74600000,8.7815
74700000,9.83549
74800000,9.95115
74900000,8.95723
75000000,9.73333
75100000,9.92918
75200000,10.0437
75300000,8.84552
75400000,9.91955
75500000,10.0146
75600000,9.02533
75700000,9.9389
75800000,9.97113
75900000,9.12483
76000000,9.9737
76100000,10.0008
76200000,10.1458
76300000,9.19114
76400000,10.0796
76500000,10.0926
76600000,9.24449
76700000,10.0681
76800000,11.1654
76900000,9.22216
77000000,10.1307
77100000,10.1648
77200000,9.24833
77300000,10.1956
77400000,10.2015
77500000,9.29763
77600000,10.1713
77700000,10.2664
77800000,9.33884
77900000,10.2375
78000000,10.2428
78100000,10.2977
78200000,9.39475
78300000,10.2825
78400000,10.3147
78500000,9.4258
78600000,10.3673
78700000,10.3359
78800000,9.44793
78900000,10.4085
79000000,10.4041
79100000,9.47438
79200000,10.3839
79300000,10.4186
79400000,9.54102
79500000,10.4334
79600000,10.4076
79700000,9.64379
79800000,10.5263
79900000,10.5376
80000000,9.61951
80100000,10.5115
80200000,10.5753
80300000,9.66238
80400000,10.5668
80500000,10.5962
80600000,9.70472
80700000,10.6281
80800000,10.6216
80900000,9.77552
81000000,10.6725
81100000,10.6844
81200000,10.6566
81300000,9.75948
81400000,10.7837
81500000,10.7658
81600000,9.77864
81700000,10.809
81800000,10.7337
81900000,9.84539
82000000,10.7748
82100000,10.7694
82200000,9.87401
82300000,10.804
82400000,9.95161
82500000,10.8529
82600000,10.8849
82700000,9.89535
82800000,10.8828
82900000,10.9416
83000000,10.3885
83100000,10.9388
83200000,10.9638
83300000,10.0742
83400000,10.9426
83500000,10.9445
83600000,10.0696
83700000,11.0344
83800000,10.9839
83900000,10.1096
84000000,11.0604
84100000,11.093
84200000,10.1323
84300000,11.1284
84400000,11.1159
84500000,10.1875
84600000,11.0965
84700000,11.1809
84800000,10.2162
84900000,11.2356
85000000,11.1336
85100000,10.2431
85200000,11.2354
85300000,11.2168
85400000,10.2512
85500000,11.2525
85600000,11.249
85700000,10.3512
85800000,11.2831
85900000,11.3185
86000000,10.4136
86100000,11.3235
86200000,11.2703
86300000,10.4694
86400000,11.3602
86500000,11.3563
86600000,10.4316
86700000,11.4116
86800000,10.4979
86900000,11.4153
87000000,11.443
87100000,10.5201
87200000,11.4743
87300000,11.435
87400000,10.6127
87500000,11.505
87600000,11.5537
87700000,10.6135
87800000,11.531
87900000,11.555
88000000,10.6556
88100000,11.5694
88200000,10.6755
88300000,11.6649
88400000,11.6577
88500000,10.6176
88600000,11.6104
88700000,11.7977
88800000,10.6489
88900000,11.7142
89000000,11.8615
89100000,10.6275
89200000,11.796
89300000,11.8603
89400000,10.5536
89500000,11.9417
89600000,12.1245
89700000,10.7546
89800000,12.0281
89900000,10.7854
90000000,11.7924
90100000,11.8717
90200000,10.977
90300000,11.8958
90400000,11.8363
90500000,10.9558
90600000,11.9488
90700000,11.0225
90800000,11.9316
90900000,12.058
91000000,11.0097
91100000,12.0122
91200000,12.0047
91300000,11.0397
91400000,12.0625
91500000,12.0427
91600000,11.1481
91700000,12.0654
91800000,11.1403
91900000,12.1362
92000000,12.1184
92100000,11.0913
92200000,12.1826
92300000,12.1588
92400000,11.2026
92500000,12.1998
92600000,11.159
92700000,12.1832
92800000,12.2189
92900000,11.4148
93000000,12.2534
93100000,11.3251
93200000,12.2795
93300000,12.2751
93400000,11.267
93500000,12.3038
93600000,12.2998
93700000,11.3594
93800000,12.358
93900000,11.6209
94000000,12.3019
94100000,12.173
94200000,11.3323
94300000,12.2395
94400000,12.2281
94500000,11.1848
94600000,12.2905
94700000,11.2861
94800000,12.2988
94900000,12.3205
95000000,11.3387
95100000,12.3411
95200000,12.3843
95300000,11.3639
95400000,12.4015
95500000,11.4157
95600000,12.4203
95700000,12.4162
95800000,11.4368
95900000,12.4629
96000000,12.5013
96100000,11.3726
96200000,12.6124
96300000,11.43
96400000,12.4215
96500000,12.6499
96600000,11.4551
96700000,12.5664
96800000,12.7215
96900000,11.7655
97000000,12.6013
97100000,11.5949
97200000,12.6404
97300000,12.6892
97400000,11.6505
97500000,12.67
97600000,11.6839
97700000,12.6824
97800000,12.7233
97900000,11.692
98000000,12.7454
98100000,12.7728
98200000,11.7157
98300000,12.8052
98400000,11.78
98500000,12.8335
98600000,12.8185
98700000,11.8074
98800000,12.8525
98900000,11.863
99000000,12.8634
99100000,12.8971
99200000,11.8994
99300000,12.8984
99400000,11.9515
99500000,13.0881
99600000,12.9528
99700000,11.9255
99800000,13.0154
99900000,11.9354
100000000,13.047
